16.001,3134.3,97.601,-11.229
16.051,3139.2,97.04,-11.213
16.101,3144,96.48,-11.195
16.151,3148.8,95.92,-11.18
16.201,3153.6,95.362,-11.163
16.251,3158.3,94.804,-11.147
16.301,3163.1,94.247,-11.129
16.351,3167.8,93.691,-11.114
16.401,3172.4,93.136,-11.097
16.451,3177.1,92.581,-11.08
16.501,3181.7,92.028,-11.063
16.551,3186.3,91.475,-11.048
16.601,3190.8,90.923,-11.032
16.651,3195.4,90.372,-11.017
16.701,3199.9,89.821,-11.001
16.751,3204.4,89.272,-10.986
16.801,3208.8,88.723,-10.971
16.851,3213.2,88.175,-10.956
16.901,3217.6,87.627,-10.94
16.951,3222,87.081,-10.924
17.001,3226.3,86.535,-10.909
17.051,3230.7,85.99,-10.892
17.101,3234.9,85.446,-10.877
17.151,3239.2,84.902,-10.862
17.201,3243.4,84.359,-10.849
17.251,3247.6,83.817,-10.834
17.301,3251.8,83.276,-10.819
17.351,3256,82.735,-10.804
17.401,3260.1,82.196,-10.788
17.451,3264.2,81.657,-10.773
17.501,3268.2,81.118,-10.76
17.551,3272.3,80.58,-10.747
17.601,3276.3,80.043,-10.734
17.651,3280.3,79.507,-10.721
17.701,3284.3,78.971,-10.707
17.751,3288.2,78.436,-10.693
17.801,3292.1,77.902,-10.68
17.851,3296,77.368,-10.667
17.901,3299.8,76.835,-10.656
17.951,3303.7,76.303,-10.645
18.001,3307.5,75.771,-10.633
18.051,3311.2,75.24,-10.621
18.101,3315,74.709,-10.609
18.151,3318.7,74.179,-10.598
18.201,3322.4,73.649,-10.585
18.251,3326.1,73.12,-10.573
18.301,3329.7,72.592,-10.561
18.351,3333.3,72.064,-10.55
18.401,3336.9,71.537,-10.54
18.451,3340.5,71.01,-10.529
18.501,3344,70.484,-10.517
18.551,3347.5,69.958,-10.505
18.601,3351,69.433,-10.493
18.651,3354.5,68.909,-10.483
18.701,3357.9,68.385,-10.471
18.751,3361.3,67.862,-10.46
18.801,3364.7,67.339,-10.45
18.851,3368.1,66.817,-10.44
18.901,3371.4,66.295,-10.429
18.951,3374.7,65.774,-10.417
19.001,3378,65.253,-10.407
19.051,3381.2,64.733,-10.396
19.101,3384.4,64.214,-10.384
19.151,3387.6,63.695,-10.374
19.201,3390.8,63.176,-10.365
19.251,3393.9,62.658,-10.355
19.301,3397.1,62.141,-10.346
19.351,3400.2,61.624,-10.336
19.401,3403.2,61.107,-10.327
19.451,3406.3,60.591,-10.319
19.501,3409.3,60.075,-10.309
19.551,3412.3,59.56,-10.3
19.601,3415.2,59.045,-10.29
19.651,3418.2,58.531,-10.281
19.701,3421.1,58.017,-10.273
19.751,3424,57.504,-10.265
19.801,3426.9,56.991,-10.255
19.851,3429.7,56.478,-10.247
19.901,3432.5,55.966,-10.237
19.951,3435.3,55.455,-10.23
20.001,3438,54.943,-10.221
20.051,3440.8,54.432,-10.211
20.101,3443.5,53.922,-10.204
20.151,3446.2,53.412,-10.196
20.201,3448.8,52.902,-10.189
20.251,3451.5,52.393,-10.18
20.301,3454.1,51.884,-10.172
20.351,3456.6,51.376,-10.164
20.401,3459.2,50.868,-10.155
20.451,3461.7,50.361,-10.147
20.501,3464.2,49.853,-10.141
20.551,3466.7,49.346,-10.134
20.601,3469.2,48.84,-10.129
20.651,3471.6,48.334,-10.121
20.701,3474,47.828,-10.113
20.751,3476.4,47.322,-10.104
20.801,3478.7,46.817,-10.098
20.851,3481.1,46.313,-10.089
20.901,3483.4,45.808,-10.083
20.951,3485.7,45.304,-10.077
21.001,3487.9,44.801,-10.072
21.051,3490.1,44.297,-10.065
21.101,3492.3,43.794,-10.059
21.151,3494.5,43.291,-10.054
21.201,3496.7,42.789,-10.047
21.251,3498.8,42.286,-10.043
21.301,3500.9,41.784,-10.038
21.351,3503,41.283,-10.031
21.401,3505,40.781,-10.025
21.451,3507,40.28,-10.02
21.501,3509,39.779,-10.014
21.551,3511,39.279,-10.009
21.601,3513,38.778,-10.003
21.651,3514.9,38.278,-9.9972
21.701,3516.8,37.779,-9.9923
21.751,3518.7,37.279,-9.9864
21.801,3520.5,36.78,-9.9808
21.851,3522.4,36.281,-9.9745
21.901,3524.2,35.783,-9.9692
